RoomService,Spa,VRDeck,CryoSleep_1,HomePlanet_0,Transported,kfold
0.0,2210.0,2.0,0.0,0.0,0,1
0.0,0.0,0.0,1.0,1.0,1,1
1254.0,0.0,0.0,0.0,1.0,0,1
0.0,0.0,0.0,0.0,1.0,1,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,5.0,1968.0,0.0,0.0,1,1
0.0,0.0,0.0,0.0,0.0,1,1
1192.0,4287.0,0.0,0.0,0.0,0,1
0.0,0.0,0.0,1.0,0.0,1,1
66.0,0.0,625.0,0.0,0.0,1,1
0.0,0.0,0.0,1.0,1.0,1,1
0.0,0.0,0.0,0.0,0.0,0,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,0.0,2491.0,0.0,0.0,1,1
0.0,45.0,0.0,0.0,1.0,1,1
0.0,0.0,0.0,0.0,0.0,1,1
641.0,0.0,16.0,0.0,0.0,0,1
0.0,0.0,0.0,1.0,1.0,0,1
0.0,190.0,501.0,0.0,1.0,0,1
0.0,0.0,0.0,1.0,1.0,1,1
0.0,0.0,0.0,1.0,0.0,1,1
14.0,0.0,0.0,0.0,1.0,1,1
496.0,0.0,254.0,0.0,1.0,0,1
0.0,0.0,0.0,1.0,1.0,1,1
0.0,0.0,93.0,0.0,1.0,1,1
725.0,0.0,0.0,0.0,0.0,1,1
0.0,0.0,0.0,1.0,1.0,0,1
11.0,38.0,0.0,0.0,0.0,1,1
0.0,554.0,0.0,0.0,1.0,0,1
0.0,0.0,0.0,1.0,1.0,1,1
193.0,165.0,0.0,0.0,1.0,0,1
0.0,1733.0,11.0,0.0,0.0,0,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,9.0,299.0,0.0,1.0,0,1
60.0,0.0,0.0,0.0,0.0,1,1
0.0,0.0,0.0,1.0,0.0,1,1
194.0,0.0,0.0,0.0,1.0,0,1
0.0,0.0,0.0,1.0,0.0,1,1
2648.0,0.0,0.0,0.0,0.0,0,1
0.0,0.0,0.0,1.0,0.0,1,1
2.0,616.0,161.0,0.0,1.0,0,1
0.0,0.0,0.0,1.0,1.0,1,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,0.0,0.0,1.0,0.0,1,1
616.0,0.0,14.0,0.0,1.0,0,1
0.0,0.0,0.0,1.0,0.0,1,1
1409.0,1452.0,3782.0,0.0,0.0,0,1
751.0,1.0,0.0,0.0,1.0,1,1
1352.0,24.0,799.0,0.0,1.0,0,1
0.0,0.0,0.0,1.0,1.0,1,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,0.0,55.0,0.0,1.0,0,1
0.0,0.0,0.0,0.0,0.0,1,1
0.0,580.0,5499.0,0.0,0.0,0,1
0.0,130.0,1141.0,0.0,0.0,0,1
0.0,0.0,0.0,0.0,0.0,0,1
0.0,1535.0,0.0,0.0,1.0,0,1
2.0,5577.0,68.0,0.0,1.0,0,1
0.0,0.0,0.0,1.0,0.0,1,1
714.0,587.0,1.0,0.0,1.0,0,1
0.0,0.0,0.0,1.0,1.0,1,1
51.0,21.0,404.0,0.0,1.0,0,1
0.0,0.0,0.0,1.0,0.0,1,1
228.0,3.0,0.0,0.0,0.0,1,1
0.0,0.0,0.0,1.0,1.0,1,1
0.0,0.0,0.0,1.0,1.0,1,1
0.0,788.0,0.0,0.0,1.0,0,1
0.0,2.0,0.0,0.0,1.0,1,1
0.0,0.0,0.0,1.0,1.0,0,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,0.0,0.0,1.0,1.0,1,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,0.0,0.0,0.0,1.0,1,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,6200.0,622.0,0.0,0.0,0,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,0.0,0.0,0.0,1.0,0,1
0.0,0.0,0.0,0.0,0.0,0,1
0.0,0.0,0.0,0.0,1.0,0,1
0.0,0.0,0.0,1.0,1.0,1,1
0.0,299.0,92.0,0.0,1.0,0,1
258.0,0.0,621.0,0.0,0.0,0,1
9.0,0.0,800.0,0.0,1.0,0,1
10.0,3.0,0.0,0.0,0.0,1,1
3784.0,1770.0,880.0,0.0,0.0,0,1
294.0,3.0,0.0,0.0,1.0,1,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,0.0,0.0,0.0,0.0,0,1
1.0,0.0,0.0,0.0,1.0,0,1
975.0,39.0,0.0,0.0,0.0,0,1
287.0,115.0,175.0,0.0,1.0,0,1
0.0,0.0,3.0,0.0,1.0,1,1
0.0,152.0,556.0,0.0,0.0,1,1
1371.0,0.0,0.0,0.0,0.0,1,1
0.0,0.0,0.0,1.0,1.0,1,1
232.0,218.0,0.0,0.0,1.0,1,1
1340.0,0.0,0.0,0.0,0.0,0,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,14.0,610.0,0.0,0.0,1,1
0.0,0.0,0.0,0.0,1.0,1,1
0.0,0.0,0.0,1.0,1.0,1,1
54.0,42.0,986.0,0.0,0.0,0,1
0.0,0.0,163.0,0.0,1.0,0,1
0.0,0.0,0.0,1.0,1.0,1,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,0.0,0.0,1.0,1.0,1,1
240.0,586.0,10.0,0.0,1.0,0,1
0.0,709.0,0.0,0.0,1.0,0,1
0.0,778.0,0.0,0.0,1.0,0,1
0.0,0.0,0.0,1.0,1.0,0,1
0.0,0.0,0.0,1.0,0.0,1,1
112.0,0.0,606.0,0.0,1.0,0,1
0.0,0.0,595.0,0.0,1.0,0,1
269.0,0.0,0.0,0.0,0.0,0,1
0.0,0.0,0.0,1.0,0.0,1,1
757.0,2.0,0.0,0.0,1.0,0,1
0.0,0.0,0.0,0.0,1.0,0,1
0.0,68.0,347.0,0.0,0.0,1,1
0.0,0.0,0.0,0.0,0.0,1,1
0.0,0.0,0.0,0.0,0.0,1,1
1946.0,0.0,623.0,0.0,0.0,0,1
0.0,0.0,1769.0,0.0,1.0,0,1
0.0,0.0,0.0,1.0,1.0,1,1
0.0,0.0,0.0,1.0,1.0,1,1
0.0,0.0,0.0,1.0,0.0,1,1
2.0,4952.0,1734.0,0.0,0.0,0,1
0.0,0.0,0.0,1.0,1.0,1,1
0.0,0.0,0.0,1.0,1.0,1,1
0.0,5047.0,108.0,0.0,0.0,0,1
2081.0,0.0,25.0,0.0,0.0,0,1
0.0,0.0,0.0,1.0,1.0,1,1
0.0,4.0,6.0,0.0,1.0,1,1
358.0,676.0,0.0,0.0,0.0,0,1
0.0,0.0,5.0,0.0,1.0,1,1
0.0,0.0,0.0,1.0,0.0,0,1
0.0,0.0,0.0,1.0,0.0,1,1
1613.0,0.0,7.0,0.0,1.0,0,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,0.0,2027.0,0.0,1.0,0,1
0.0,0.0,0.0,0.0,1.0,0,1
0.0,0.0,0.0,0.0,1.0,1,1
0.0,6255.0,6.0,0.0,0.0,0,1
0.0,211.0,0.0,0.0,1.0,0,1
3.0,475.0,0.0,0.0,1.0,0,1
793.0,253.0,0.0,0.0,0.0,0,1
2.0,50.0,1282.0,0.0,0.0,1,1
771.0,0.0,0.0,0.0,1.0,0,1
0.0,204.0,0.0,0.0,1.0,1,1
286.0,12.0,0.0,0.0,0.0,1,1
0.0,0.0,319.0,0.0,1.0,0,1
1.0,50.0,34.0,0.0,0.0,0,1
0.0,0.0,230.0,0.0,1.0,1,1
0.0,0.0,0.0,1.0,0.0,1,1
1.0,0.0,0.0,0.0,1.0,0,1
610.0,148.0,14.0,0.0,0.0,0,1
6.0,768.0,1141.0,0.0,1.0,0,1
2156.0,59.0,2.0,0.0,1.0,0,1
1719.0,0.0,14.0,0.0,0.0,1,1
0.0,13.0,47.0,0.0,1.0,1,1
0.0,0.0,0.0,1.0,1.0,0,1
0.0,1097.0,144.0,0.0,0.0,1,1
0.0,34.0,0.0,0.0,1.0,1,1
247.0,480.0,36.0,0.0,0.0,0,1
470.0,182.0,52.0,0.0,1.0,0,1
0.0,0.0,0.0,1.0,1.0,1,1
0.0,0.0,1460.0,0.0,0.0,1,1
0.0,0.0,0.0,1.0,1.0,1,1
0.0,729.0,397.0,0.0,0.0,1,1
176.0,0.0,0.0,0.0,0.0,1,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,0.0,1918.0,0.0,1.0,0,1
0.0,2.0,0.0,0.0,1.0,1,1
0.0,0.0,0.0,1.0,1.0,1,1
0.0,140.0,0.0,0.0,1.0,0,1
0.0,39.0,3.0,0.0,0.0,1,1
22.0,864.0,0.0,0.0,1.0,0,1
305.0,19.0,0.0,0.0,1.0,0,1
0.0,0.0,0.0,1.0,1.0,0,1
0.0,673.0,2272.0,0.0,0.0,0,1
293.0,573.0,0.0,0.0,1.0,0,1
0.0,103.0,2659.0,0.0,0.0,0,1
3.0,0.0,0.0,0.0,1.0,1,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,0.0,625.0,0.0,1.0,0,1
0.0,0.0,0.0,1.0,1.0,0,1
0.0,744.0,0.0,0.0,1.0,0,1
0.0,0.0,0.0,1.0,1.0,1,1
0.0,0.0,0.0,1.0,0.0,1,1
777.0,0.0,61.0,0.0,1.0,0,1
764.0,8.0,0.0,0.0,1.0,0,1
0.0,0.0,0.0,1.0,1.0,1,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,617.0,1156.0,0.0,0.0,0,1
0.0,3072.0,67.0,0.0,0.0,0,1
0.0,0.0,0.0,0.0,1.0,0,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,0.0,0.0,1.0,1.0,1,1
530.0,0.0,179.0,0.0,1.0,0,1
0.0,0.0,0.0,0.0,1.0,1,1
0.0,0.0,0.0,1.0,1.0,1,1
589.0,0.0,0.0,0.0,1.0,0,1
0.0,0.0,0.0,1.0,1.0,1,1
0.0,0.0,0.0,1.0,1.0,1,1
0.0,58.0,100.0,0.0,0.0,1,1
2318.0,81.0,0.0,0.0,0.0,1,1
34.0,0.0,427.0,0.0,1.0,0,1
0.0,0.0,0.0,0.0,0.0,1,1
31.0,0.0,0.0,0.0,1.0,1,1
0.0,360.0,1784.0,0.0,0.0,0,1
612.0,87.0,0.0,0.0,0.0,1,1
0.0,0.0,1099.0,0.0,1.0,0,1
620.0,0.0,1304.0,0.0,1.0,0,1
0.0,0.0,0.0,0.0,1.0,1,1
0.0,0.0,0.0,1.0,1.0,0,1
1081.0,0.0,7.0,0.0,1.0,0,1
1690.0,0.0,0.0,0.0,0.0,0,1
3358.0,0.0,0.0,0.0,0.0,0,1
0.0,3.0,5.0,0.0,1.0,1,1
0.0,0.0,0.0,1.0,1.0,1,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,888.0,80.0,0.0,1.0,0,1
1150.0,4.0,0.0,0.0,0.0,1,1
1217.0,4.0,0.0,0.0,0.0,0,1
90.0,27.0,703.0,0.0,0.0,1,1
0.0,0.0,0.0,0.0,1.0,1,1
1874.0,0.0,0.0,0.0,0.0,0,1
0.0,0.0,0.0,0.0,1.0,1,1
0.0,6688.0,2161.0,0.0,0.0,0,1
0.0,0.0,0.0,1.0,1.0,1,1
43.0,85.0,0.0,0.0,1.0,0,1
0.0,0.0,0.0,1.0,1.0,1,1
1233.0,0.0,0.0,0.0,0.0,0,1
0.0,288.0,2275.0,0.0,0.0,1,1
779.0,9.0,0.0,0.0,1.0,0,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,0.0,0.0,1.0,0.0,1,1
1172.0,0.0,0.0,0.0,0.0,0,1
0.0,0.0,0.0,1.0,1.0,0,1
2.0,868.0,28.0,0.0,1.0,0,1
0.0,95.0,0.0,0.0,1.0,1,1
396.0,0.0,297.0,0.0,1.0,0,1
0.0,0.0,0.0,0.0,1.0,0,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,0.0,1972.0,0.0,1.0,0,1
0.0,0.0,0.0,1.0,1.0,1,1
0.0,0.0,8.0,0.0,1.0,1,1
0.0,3.0,854.0,0.0,1.0,0,1
0.0,0.0,0.0,1.0,1.0,0,1
0.0,0.0,0.0,1.0,1.0,0,1
0.0,0.0,0.0,1.0,1.0,1,1
0.0,226.0,0.0,0.0,0.0,1,1
0.0,0.0,0.0,0.0,1.0,1,1
0.0,0.0,0.0,0.0,1.0,1,1
0.0,0.0,0.0,1.0,0.0,0,1
766.0,258.0,26.0,0.0,1.0,1,1
3.0,1494.0,110.0,0.0,1.0,0,1
22.0,0.0,1.0,0.0,1.0,1,1
0.0,0.0,0.0,1.0,0.0,0,1
0.0,204.0,0.0,0.0,1.0,1,1
0.0,0.0,0.0,1.0,1.0,1,1
0.0,0.0,0.0,0.0,0.0,1,1
1006.0,284.0,329.0,0.0,0.0,1,1
19.0,3603.0,158.0,0.0,0.0,0,1
48.0,308.0,0.0,0.0,1.0,0,1
241.0,0.0,0.0,0.0,0.0,0,1
0.0,0.0,0.0,1.0,1.0,1,1
678.0,0.0,0.0,0.0,1.0,0,1
9.0,0.0,16.0,0.0,0.0,1,1
0.0,0.0,0.0,0.0,0.0,1,1
0.0,0.0,0.0,1.0,1.0,1,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,19.0,785.0,0.0,1.0,0,1
0.0,5.0,1.0,0.0,0.0,1,1
0.0,0.0,0.0,1.0,0.0,1,1
10.0,1497.0,10.0,0.0,0.0,0,1
0.0,0.0,0.0,1.0,1.0,0,1
523.0,970.0,0.0,0.0,0.0,0,1
0.0,91.0,6.0,0.0,0.0,1,1
28.0,806.0,3.0,0.0,1.0,0,1
15.0,2.0,388.0,0.0,1.0,0,1
751.0,7.0,0.0,0.0,1.0,0,1
0.0,0.0,0.0,1.0,1.0,1,1
0.0,0.0,0.0,0.0,1.0,0,1
0.0,109.0,5321.0,0.0,1.0,0,1
0.0,0.0,0.0,0.0,1.0,0,1
104.0,436.0,0.0,0.0,1.0,0,1
0.0,0.0,0.0,1.0,1.0,1,1
1215.0,0.0,362.0,0.0,1.0,0,1
148.0,0.0,88.0,0.0,1.0,0,1
86.0,0.0,479.0,0.0,1.0,0,1
116.0,6.0,0.0,0.0,1.0,1,1
4.0,0.0,792.0,0.0,1.0,0,1
0.0,0.0,0.0,1.0,1.0,1,1
6.0,1107.0,23.0,0.0,1.0,0,1
60.0,1.0,0.0,0.0,1.0,1,1
0.0,0.0,82.0,0.0,1.0,1,1
0.0,0.0,0.0,0.0,0.0,0,1
0.0,0.0,503.0,0.0,1.0,1,1
23.0,0.0,732.0,0.0,1.0,0,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,0.0,793.0,0.0,0.0,0,1
1288.0,0.0,1.0,0.0,1.0,1,1
0.0,882.0,0.0,0.0,1.0,0,1
0.0,1360.0,722.0,0.0,0.0,0,1
0.0,0.0,0.0,0.0,1.0,1,1
354.0,1180.0,0.0,0.0,0.0,0,1
0.0,0.0,159.0,0.0,0.0,1,1
48.0,954.0,0.0,0.0,1.0,0,1
0.0,0.0,0.0,1.0,1.0,0,1
0.0,830.0,91.0,0.0,1.0,0,1
0.0,620.0,4.0,0.0,1.0,0,1
0.0,0.0,0.0,0.0,1.0,0,1
0.0,0.0,0.0,1.0,1.0,1,1
0.0,0.0,0.0,1.0,1.0,1,1
0.0,0.0,0.0,0.0,1.0,1,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,0.0,0.0,1.0,1.0,1,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,27.0,0.0,0.0,0.0,1,1
104.0,174.0,253.0,0.0,1.0,0,1
0.0,0.0,0.0,1.0,1.0,0,1
0.0,3200.0,0.0,0.0,0.0,1,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,0.0,1666.0,0.0,0.0,0,1
0.0,0.0,0.0,1.0,0.0,0,1
505.0,0.0,0.0,0.0,0.0,0,1
0.0,0.0,0.0,0.0,1.0,1,1
4.0,435.0,19.0,0.0,0.0,0,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,0.0,0.0,1.0,1.0,1,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,344.0,0.0,0.0,1.0,0,1
0.0,0.0,0.0,1.0,0.0,1,1
607.0,334.0,251.0,0.0,0.0,0,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,25.0,0.0,0.0,1.0,1,1
1366.0,0.0,311.0,0.0,1.0,0,1
160.0,36.0,0.0,0.0,0.0,1,1
1869.0,0.0,0.0,0.0,0.0,0,1
0.0,0.0,0.0,1.0,0.0,1,1
967.0,3.0,0.0,0.0,1.0,0,1
1.0,1440.0,2114.0,0.0,0.0,0,1
0.0,16.0,843.0,0.0,1.0,0,1
0.0,1098.0,0.0,0.0,1.0,0,1
0.0,0.0,0.0,0.0,0.0,1,1
41.0,572.0,0.0,0.0,0.0,0,1
0.0,0.0,0.0,1.0,1.0,1,1
0.0,0.0,0.0,0.0,0.0,1,1
0.0,0.0,0.0,1.0,1.0,0,1
0.0,1402.0,1462.0,0.0,0.0,0,1
0.0,0.0,0.0,0.0,0.0,0,1
0.0,289.0,2740.0,0.0,0.0,0,1
850.0,1.0,0.0,0.0,0.0,1,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,0.0,0.0,0.0,1.0,0,1
0.0,4.0,471.0,0.0,1.0,0,1
30.0,321.0,451.0,0.0,1.0,0,1
0.0,0.0,0.0,1.0,1.0,1,1
0.0,0.0,0.0,1.0,0.0,1,1
1.0,265.0,1539.0,0.0,0.0,1,1
4.0,1.0,66.0,0.0,0.0,0,1
0.0,0.0,0.0,1.0,1.0,1,1
0.0,0.0,0.0,1.0,0.0,1,1
873.0,0.0,3.0,0.0,1.0,0,1
0.0,48.0,0.0,0.0,1.0,1,1
1743.0,0.0,0.0,0.0,0.0,0,1
6.0,0.0,1164.0,0.0,1.0,1,1
204.0,3026.0,61.0,0.0,0.0,0,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,0.0,5.0,0.0,1.0,0,1
0.0,0.0,1376.0,0.0,1.0,0,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,0.0,0.0,0.0,1.0,0,1
0.0,4170.0,13.0,0.0,0.0,0,1
217.0,0.0,728.0,0.0,0.0,0,1
0.0,27.0,764.0,0.0,1.0,0,1
0.0,0.0,0.0,1.0,1.0,1,1
146.0,0.0,18.0,0.0,0.0,1,1
0.0,0.0,0.0,0.0,0.0,0,1
0.0,499.0,0.0,0.0,1.0,0,1
0.0,0.0,7.0,0.0,1.0,1,1
1046.0,0.0,0.0,0.0,0.0,0,1
8586.0,29.0,4.0,0.0,0.0,0,1
0.0,4343.0,38.0,0.0,0.0,0,1
0.0,0.0,532.0,0.0,1.0,0,1
0.0,61.0,567.0,0.0,1.0,0,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,599.0,0.0,0.0,1.0,0,1
0.0,0.0,0.0,0.0,0.0,1,1
0.0,0.0,0.0,0.0,1.0,1,1
711.0,59.0,57.0,0.0,1.0,0,1
2.0,1026.0,2.0,0.0,1.0,1,1
0.0,0.0,0.0,1.0,0.0,1,1
4.0,0.0,595.0,0.0,1.0,0,1
0.0,685.0,0.0,0.0,1.0,0,1
0.0,2.0,654.0,0.0,0.0,1,1
0.0,0.0,0.0,0.0,1.0,0,1
257.0,8.0,3.0,0.0,0.0,0,1
0.0,0.0,0.0,1.0,1.0,1,1
68.0,37.0,15.0,0.0,1.0,1,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,0.0,0.0,1.0,1.0,1,1
0.0,0.0,0.0,1.0,1.0,1,1
0.0,0.0,0.0,1.0,1.0,1,1
0.0,6.0,0.0,0.0,1.0,1,1
0.0,67.0,2790.0,0.0,0.0,0,1
0.0,0.0,0.0,0.0,1.0,0,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,0.0,0.0,1.0,1.0,1,1
30.0,0.0,780.0,0.0,1.0,0,1
3.0,824.0,160.0,0.0,1.0,0,1
0.0,0.0,0.0,0.0,0.0,1,1
737.0,0.0,0.0,0.0,0.0,0,1
18.0,0.0,1049.0,0.0,1.0,0,1
0.0,0.0,774.0,0.0,1.0,0,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,0.0,0.0,0.0,0.0,1,1
1.0,614.0,68.0,0.0,0.0,0,1
0.0,0.0,0.0,1.0,1.0,1,1
0.0,3867.0,30.0,0.0,1.0,0,1
0.0,30.0,815.0,0.0,1.0,0,1
1157.0,0.0,0.0,0.0,1.0,0,1
0.0,0.0,0.0,1.0,1.0,1,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,0.0,0.0,0.0,1.0,1,1
21.0,568.0,0.0,0.0,1.0,1,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,1366.0,89.0,0.0,0.0,1,1
0.0,310.0,539.0,0.0,1.0,0,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,3.0,35.0,0.0,1.0,0,1
0.0,0.0,0.0,1.0,1.0,1,1
0.0,0.0,0.0,1.0,1.0,1,1
2756.0,0.0,103.0,0.0,1.0,0,1
938.0,53.0,4.0,0.0,0.0,0,1
4.0,251.0,213.0,0.0,0.0,1,1
0.0,0.0,0.0,0.0,1.0,0,1
1153.0,1409.0,195.0,0.0,1.0,0,1
0.0,2445.0,1128.0,0.0,0.0,0,1
819.0,38.0,0.0,0.0,0.0,0,1
4.0,0.0,196.0,0.0,1.0,0,1
0.0,0.0,0.0,1.0,1.0,1,1
558.0,0.0,8.0,0.0,1.0,0,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,0.0,0.0,1.0,1.0,1,1
0.0,1.0,267.0,0.0,0.0,1,1
0.0,0.0,0.0,0.0,1.0,0,1
0.0,89.0,3497.0,0.0,0.0,0,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,0.0,0.0,1.0,1.0,1,1
0.0,591.0,769.0,0.0,1.0,1,1
0.0,0.0,0.0,0.0,1.0,0,1
0.0,215.0,0.0,0.0,1.0,0,1
0.0,0.0,68.0,0.0,1.0,1,1
0.0,5.0,276.0,0.0,1.0,0,1
0.0,0.0,0.0,1.0,0.0,1,1
309.0,20.0,49.0,0.0,1.0,1,1
0.0,733.0,159.0,0.0,1.0,0,1
0.0,0.0,0.0,1.0,0.0,0,1
5.0,0.0,0.0,0.0,1.0,0,1
0.0,0.0,0.0,0.0,1.0,1,1
0.0,0.0,0.0,1.0,0.0,1,1
77.0,0.0,0.0,0.0,0.0,0,1
877.0,0.0,1.0,0.0,1.0,0,1
0.0,0.0,0.0,1.0,0.0,1,1
33.0,0.0,16.0,0.0,0.0,0,1
0.0,0.0,0.0,1.0,0.0,1,1
125.0,0.0,0.0,0.0,1.0,1,1
0.0,0.0,32.0,0.0,1.0,1,1
627.0,0.0,37.0,0.0,1.0,0,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,118.0,61.0,0.0,0.0,1,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,36.0,995.0,0.0,0.0,1,1
0.0,5467.0,1241.0,0.0,0.0,0,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,0.0,0.0,1.0,0.0,1,1
1.0,1.0,0.0,0.0,1.0,1,1
0.0,72.0,0.0,0.0,1.0,0,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,0.0,0.0,1.0,1.0,1,1
0.0,0.0,0.0,1.0,1.0,1,1
0.0,0.0,0.0,1.0,1.0,1,1
15.0,670.0,0.0,0.0,1.0,0,1
10.0,0.0,791.0,0.0,1.0,1,1
27.0,0.0,0.0,0.0,1.0,1,1
0.0,712.0,0.0,0.0,1.0,1,1
0.0,9319.0,1225.0,0.0,0.0,0,1
0.0,0.0,0.0,1.0,1.0,0,1
128.0,0.0,5.0,0.0,1.0,0,1
0.0,0.0,17.0,0.0,1.0,0,1
139.0,0.0,582.0,0.0,1.0,0,1
279.0,718.0,0.0,0.0,0.0,0,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,0.0,865.0,0.0,1.0,0,1
0.0,1806.0,0.0,0.0,1.0,0,1
1880.0,0.0,0.0,0.0,0.0,0,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,0.0,0.0,1.0,1.0,0,1
9920.0,130.0,571.0,0.0,0.0,0,1
1465.0,0.0,1225.0,0.0,1.0,0,1
20.0,557.0,0.0,0.0,0.0,0,1
0.0,875.0,0.0,0.0,1.0,0,1
0.0,0.0,0.0,1.0,1.0,0,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,0.0,0.0,1.0,1.0,1,1
0.0,1520.0,3358.0,0.0,0.0,0,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,0.0,0.0,0.0,1.0,0,1
227.0,9.0,56.0,0.0,1.0,0,1
0.0,0.0,371.0,0.0,1.0,0,1
0.0,0.0,0.0,1.0,0.0,0,1
0.0,693.0,0.0,0.0,1.0,0,1
0.0,0.0,0.0,1.0,0.0,1,1
2.0,128.0,0.0,0.0,0.0,0,1
2555.0,2.0,0.0,0.0,0.0,0,1
0.0,287.0,781.0,0.0,1.0,0,1
0.0,0.0,0.0,1.0,1.0,0,1
0.0,0.0,0.0,1.0,1.0,1,1
0.0,207.0,1572.0,0.0,0.0,1,1
1867.0,72.0,0.0,0.0,0.0,1,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,514.0,1674.0,0.0,0.0,1,1
4.0,21.0,600.0,0.0,1.0,0,1
356.0,0.0,248.0,0.0,1.0,0,1
0.0,0.0,0.0,1.0,1.0,1,1
536.0,118.0,0.0,0.0,0.0,0,1
0.0,0.0,0.0,1.0,1.0,1,1
0.0,0.0,0.0,1.0,1.0,1,1
0.0,0.0,0.0,1.0,1.0,1,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,0.0,2330.0,0.0,1.0,0,1
27.0,830.0,161.0,0.0,0.0,0,1
0.0,0.0,0.0,1.0,0.0,1,1
138.0,18.0,40.0,0.0,1.0,1,1
30.0,0.0,0.0,0.0,1.0,1,1
320.0,0.0,640.0,0.0,1.0,0,1
0.0,0.0,0.0,1.0,0.0,1,1
19.0,4759.0,6007.0,0.0,0.0,0,1
0.0,0.0,0.0,1.0,1.0,1,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,0.0,0.0,1.0,0.0,1,1
113.0,1282.0,0.0,0.0,1.0,0,1
0.0,1.0,2.0,0.0,0.0,1,1
0.0,0.0,0.0,0.0,1.0,0,1
773.0,10.0,0.0,0.0,0.0,1,1
0.0,0.0,0.0,1.0,1.0,0,1
1234.0,0.0,0.0,0.0,0.0,0,1
47.0,4302.0,0.0,0.0,0.0,0,1
5.0,26.0,3384.0,0.0,0.0,0,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,0.0,0.0,1.0,0.0,1,1
3551.0,90.0,0.0,0.0,0.0,1,1
0.0,0.0,0.0,1.0,0.0,1,1
635.0,3.0,0.0,0.0,1.0,1,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,2326.0,461.0,0.0,0.0,0,1
0.0,8873.0,469.0,0.0,0.0,0,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,0.0,0.0,1.0,0.0,1,1
10.0,115.0,0.0,0.0,0.0,0,1
0.0,0.0,0.0,1.0,1.0,1,1
0.0,0.0,0.0,0.0,1.0,1,1
0.0,0.0,0.0,0.0,0.0,0,1
0.0,0.0,0.0,1.0,0.0,1,1
0.0,318.0,0.0,0.0,1.0,0,1
